"TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle","HasFavicon","Robots","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasPasswordField","Bank","Pay","Crypto","label"
5,1,0,1,1,1,0,0,3,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,1,0,0,0,3,0,1,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,0,0,0,2,0,0,1,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,1,0,0,0,0,1,0,1
3,1,0,1,0,0,0,0,1,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,0,1,0,0,0,1
3,1,0,1,1,1,0,0,1,0,1,1,1,0,1
2,2,0,1,0,1,0,0,2,0,0,0,0,0,1
2,4,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,0,0,0,1,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,5,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,1,21,0,1,1,1,0,1
3,1,0,1,0,1,0,0,2,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,20,12,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,7,0,0,0,0,0,1
3,1,0,1,1,0,1,0,2,0,1,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,5,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,4,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,43,0,0,0,1,0,1
3,1,0,1,0,0,0,0,6,0,1,0,0,0,1
2,2,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,1,6,0,0,1,0,0,1
3,1,0,1,0,0,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,14,0,0,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,1,1,1,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,1,2,0,0,0,0,0,0
3,1,0,1,1,1,0,0,3,1,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,1,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,17,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,1,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,1,0,0,0,1
3,1,0,1,1,0,0,0,4,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,2,0,0,0,1,0,1
3,1,0,1,1,0,0,0,1,0,1,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,8,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,1,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,5,5,0,0,0,0,0,1
3,1,0,1,1,0,0,0,19,0,1,1,1,0,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,2,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,4,2,0,1,0,1,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,19,0,1,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,1,1
3,1,0,1,1,1,0,0,13,1,0,0,1,1,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,1,1,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,1,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
2,2,0,1,1,1,0,0,2,0,1,0,0,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,1,3,21,0,1,1,1,0,1
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,1,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,1,0,0,4,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2,2,0,1,1,0,0,0,3,0,0,0,1,1,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,1,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,1,0,0,3,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1,0,1,0,1,0,0,10,0,1,0,1,0,1
2,1,0,1,0,0,0,0,0,0,1,1,1,0,1
2,1,0,1,1,1,0,0,0,1,0,0,0,0,1
3,2,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,0,1,1,1,0,8,10,0,0,0,0,0,1
3,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,1,0,0,9,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,1
3,1,0,1,0,0,0,0,2,0,0,0,1,0,1
2,1,0,1,0,0,0,0,28,0,1,1,1,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,1,0,0,2,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,1,0,1,0,1,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,1,1,1,0,22,0,1,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,1,1,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,1,5,0,0,1,0,0,1
3,1,0,1,1,1,1,0,5,1,1,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,22,0,1,1,1,0,1
2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3,1,0,1,0,0,0,0,1,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,20,0,1,1,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,2,0,1,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,1,0,0,0,5,0,0,1,0,1,1
3,1,0,1,1,1,0,1,0,0,0,0,0,0,1
3,1,0,1,0,1,0,1,1,0,1,0,1,0,1
3,1,0,1,1,1,0,0,11,1,0,1,0,0,1
3,2,0,1,1,1,0,0,2,0,0,0,1,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,1,0,0,1,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,19,0,1,1,1,0,1
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,1,0,0,0,0,1
2,1,0,1,1,1,0,0,0,1,1,0,1,0,1
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,1,1,1,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,3,1,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,1,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,1,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,2,1,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,2,1,0,0,0,1,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,6,0,0,1,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,21,1,1,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,8,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,1,0,1,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2,2,0,1,1,1,0,0,0,1,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,2,0,0,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,0,0,0,3,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,5,0,1,0,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,2,0,0,0,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,1,15,0,0,0,1,1,1
3,1,0,1,1,0,0,0,2,0,1,0,1,1,1
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3,1,0,1,0,0,0,0,9,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,1,0,0,0,1,0,0,1,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,1,1,1,0,0
3,1,0,1,0,0,0,0,4,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,1,0,0,0,1,0,1
2,1,0,1,0,1,0,0,5,1,0,0,0,0,1
2,3,0,1,0,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2,0,1,0,0,0,0,0,0,1,0,0,0,0
3,1,0,1,1,0,0,2,4,0,0,0,0,0,1
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,3,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,1,0,0,0,0,9,0,0,0,0,0,1
3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,1,0,0,0,0,0,1,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
3,1,0,1,1,0,0,0,1,0,0,0,1,0,1
2,2,0,1,0,1,0,0,5,1,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,11,0,0,1,0,0,1
2,1,0,1,0,0,0,0,19,0,1,1,1,1,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,2,0,0,0,0,1,0,1
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
4,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,1,0,0,0,21,0,1,1,1,0,1
2,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,2,0,0,1,0,0,1
3,1,0,1,1,1,0,0,5,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,1,0,0,2,0,0,0,1,0,1
3,2,0,1,1,1,0,3,8,1,0,0,1,0,1
3,1,0,1,1,0,0,0,1,0,0,0,0,0,1
4,1,0,1,0,1,0,0,1,0,0,1,1,0,1
3,1,0,1,0,1,0,0,3,0,0,0,0,0,1
2,3,0,1,0,0,0,0,0,0,0,0,1,0,1
2,1,0,1,1,1,0,0,19,0,1,1,1,0,1
3,1,0,1,0,0,0,0,0,0,1,1,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,0,0,0,0,1,0,0,0,0,0,1
2,3,0,1,1,1,0,0,2,0,0,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
2,1,0,1,1,1,0,0,2,0,0,0,0,0,1
2,2,0,1,0,1,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,1,0,1,0,0,0,1
2,2,0,1,0,0,0,0,0,1,1,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,3,0,0,0,1,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1,0,1,1,0,1,0,22,0,0,1,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,3,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,11,0,0,0,0,0,1
3,1,0,1,1,1,0,0,3,0,0,1,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,1,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,7,0,0,0,0,1,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,3,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,15,2,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,4,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,0,0,0,0,0,1,0,0,1
2,2,0,1,1,1,0,0,0,0,0,0,1,0,1
3,1,0,1,0,1,0,0,5,1,1,0,1,0,1
3,3,0,1,1,1,0,3,9,0,0,0,1,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,4,0,0,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,1,1
3,1,0,1,1,1,0,1,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,2,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,1,0,1
2,2,0,1,1,0,0,0,1,1,0,1,0,0,1
2,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1,0,1,1,0,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,1,0,0,0,0,1
3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,1,0,1,1,1,0,0,2,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,2,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,0,0,0,0,4,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,10,0,0,1,0,0,0,1
3,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2,1,0,1,0,1,0,0,0,0,0,1,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,1,0,1,1,0,0,0,3,0,0,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,2,0,0,0,1,0,1
3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,1,1,1,0,0,2,0,0,0,1,1,1
3,1,0,1,1,1,0,0,1,0,0,0,0,0,1
4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,1,0,0,0,1,1,0,0,0,0,1
2,1,0,1,1,0,0,0,3,0,0,0,1,0,1
3,1,0,1,1,1,0,0,2,0,0,0,0,0,1
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3,1,0,1,0,1,0,0,2,0,0,0,0,0,1
3,1,0,1,0,0,0,0,4,0,0,0,1,0,1
3,1,0,1,1,1,0,0,0,0,0,0,0,0,1
